Sales Person,Country,Product,Date, Amount ,Boxes Shipped
Mallorie Waber,USA,Peanut Butter Cubes,5/23/2024,1264,19
Van Tuxwell,Canada,Peanut Butter Cubes,6/24/2024,7528,306
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/3/2024,12265,268
Rafaelita Blaksland,USA,Smooth Sliky Salty,7/27/2024,17662,230
Rafaelita Blaksland,USA,White Choc,8/16/2024,5520,120
Roddy Speechley,Canada,Smooth Sliky Salty,7/3/2024,10713,11
Curtice Advani,New Zealand,After Nines,5/4/2024,8417,29
Camilla Castle,India,85% Dark Bars,4/5/2024,9986,54
Ches Bonnell,USA,Choco Coated Almonds,4/1/2024,15630,89
Marney O'Breen,Australia,Baker's Choco Chips,1/13/2024,6224,100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/7/2024,7737,95
Kaine Padly,Australia,Mint Chip Choco,5/17/2024,4861,162
Camilla Castle,New Zealand,Peanut Butter Cubes,7/21/2024,1755,62
Curtice Advani,Canada,Organic Choco Syrup,2/22/2024,897,24
Jan Morforth,India,99% Dark & Pure,5/23/2024,10607,182
Rafaelita Blaksland,Canada,Drinking Coco,12/7/2024,10772,192
Jan Morforth,UK,Orange Choco,6/15/2024,4117,203
Barr Faughny,New Zealand,50% Dark Bites,6/23/2024,5185,321
Curtice Advani,Australia,Eclairs,3/25/2024,6975,58
Jan Morforth,India,Caramel Stuffed Bars,4/7/2024,100,161
Andria Kimpton,UK,White Choc,12/5/2024,10203,109
Camilla Castle,New Zealand,Raspberry Choco,4/4/2024,5082,148
Madelene Upcott,Australia,Orange Choco,4/15/2024,7167,381
Roddy Speechley,Canada,Eclairs,8/3/2024,7027,95
Karlen McCaffrey,India,White Choc,1/17/2024,8265,251
Wilone O'Kielt,India,Mint Chip Choco,8/22/2024,1516,53
Andria Kimpton,UK,99% Dark & Pure,7/25/2024,1259,72
Marney O'Breen,UK,50% Dark Bites,6/14/2024,3506,126
Ches Bonnell,India,Choco Coated Almonds,5/4/2024,10969,83
Madelene Upcott,UK,Raspberry Choco,8/26/2024,8442,347
Wilone O'Kielt,Australia,50% Dark Bites,3/8/2024,11001,112
Gigi Bohling,Canada,White Choc,11/7/2024,6988,4
Wilone O'Kielt,New Zealand,Eclairs,11/3/2024,3735,21
Brien Boise,UK,Peanut Butter Cubes,10/1/2024,17347,32
Roddy Speechley,UK,Baker's Choco Chips,4/4/2024,16517,349
Karlen McCaffrey,Australia,50% Dark Bites,1/17/2024,7643,778
Marney O'Breen,New Zealand,Organic Choco Syrup,8/7/2024,10337,49
Jan Morforth,UK,Organic Choco Syrup,12/4/2024,1367,384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,8/24/2024,571,191
Ches Bonnell,UK,Choco Coated Almonds,7/6/2024,2012,259
Gunar Cockshoot,Canada,Almond Choco,7/28/2024,1469,29
Husein Augar,USA,99% Dark & Pure,2/21/2024,10020,113
Dennison Crosswaite,Canada,Mint Chip Choco,8/4/2024,1915,304
Brien Boise,UK,Manuka Honey Choco,6/28/2024,74,101
Van Tuxwell,UK,Baker's Choco Chips,3/24/2024,2794,21
Barr Faughny,Australia,Caramel Stuffed Bars,7/29/2024,3192,54
Dennison Crosswaite,USA,Eclairs,5/25/2024,2447,98
Gigi Bohling,Australia,Raspberry Choco,3/30/2024,7696,313
Dennison Crosswaite,USA,Organic Choco Syrup,7/18/2024,14732,132
Beverie Moffet,Canada,Orange Choco,10/5/2024,9322,111
Mallorie Waber,Australia,Choco Coated Almonds,3/18/2024,18474,88
Ches Bonnell,India,Caramel Stuffed Bars,6/15/2024,7438,54
Van Tuxwell,Canada,50% Dark Bites,12/5/2024,14581,58
Kelci Walkden,New Zealand,Baker's Choco Chips,6/23/2024,3390,115
Beverie Moffet,India,Spicy Special Slims,4/21/2024,3968,182
Gigi Bohling,Australia,Almond Choco,8/17/2024,1084,120
Rafaelita Blaksland,New Zealand,Eclairs,7/2/2024,20690,51
Kelci Walkden,Canada,Smooth Sliky Salty,3/17/2024,8930,121
Jan Morforth,India,Baker's Choco Chips,1/8/2024,15497,85
Jehu Rudeforth,Australia,Milk Bars,3/18/2024,9172,30
Gigi Bohling,Canada,Fruit & Nut Bars,6/14/2024,6094,104
Beverie Moffet,UK,Eclairs,4/22/2024,9145,156
Marney O'Breen,New Zealand,Eclairs,1/18/2024,5903,31
Husein Augar,Australia,99% Dark & Pure,8/26/2024,3277,131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/6/2024,9760,424
Curtice Advani,Canada,70% Dark Bites,1/31/2024,2505,7
Kelci Walkden,New Zealand,Manuka Honey Choco,8/4/2024,1528,107
Dotty Strutley,Australia,Baker's Choco Chips,7/6/2024,3767,65
Barr Faughny,Australia,85% Dark Bars,10/2/2024,9452,42
Beverie Moffet,Australia,50% Dark Bites,5/16/2024,765,441
Gunar Cockshoot,India,Baker's Choco Chips,3/18/2024,2433,535
Van Tuxwell,Australia,50% Dark Bites,7/13/2024,779,134
Oby Sorrel,USA,Manuka Honey Choco,7/25/2024,5051,85
Van Tuxwell,Canada,Choco Coated Almonds,8/19/2024,2727,293
Karlen McCaffrey,Canada,70% Dark Bites,6/24/2024,9089,602
Kelci Walkden,Canada,Fruit & Nut Bars,6/20/2024,881,152
Camilla Castle,India,99% Dark & Pure,2/8/2024,228,225
Madelene Upcott,New Zealand,70% Dark Bites,2/22/2024,14194,102
Mallorie Waber,New Zealand,Orange Choco,1/2/2024,7460,23
Jan Morforth,Canada,70% Dark Bites,2/14/2024,6579,312
Kelci Walkden,Australia,Milk Bars,2/24/2024,8975,137
Dennison Crosswaite,India,Orange Choco,3/18/2024,852,123
Husein Augar,UK,Eclairs,8/30/2024,1955,250
Gigi Bohling,USA,Peanut Butter Cubes,9/5/2024,323,72
Wilone O'Kielt,USA,Smooth Sliky Salty,1/18/2024,542,86
Curtice Advani,India,White Choc,4/7/2024,7667,347
Oby Sorrel,New Zealand,Spicy Special Slims,3/6/2024,1826,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,2/23/2024,11511,30
Dotty Strutley,New Zealand,99% Dark & Pure,9/5/2024,12264,223
Kelci Walkden,India,70% Dark Bites,6/6/2024,3879,108
Kelci Walkden,India,Drinking Coco,4/7/2024,8329,238
Brien Boise,New Zealand,Drinking Coco,6/6/2024,1666,98
Dotty Strutley,Australia,Almond Choco,5/13/2024,1754,95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,1/31/2024,2391,274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,6/30/2024,8547,41
Barr Faughny,Canada,Manuka Honey Choco,8/25/2024,4116,274
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/1/2024,787,95
Brien Boise,USA,Manuka Honey Choco,8/22/2024,2096,8
Roddy Speechley,New Zealand,85% Dark Bars,4/14/2024,5221,267
Oby Sorrel,UK,Smooth Sliky Salty,5/31/2024,11264,340
Oby Sorrel,UK,Raspberry Choco,8/4/2024,5477,341
Roddy Speechley,USA,Drinking Coco,2/21/2024,3389,160
Andria Kimpton,Australia,Manuka Honey Choco,3/30/2024,11560,413
Mallorie Waber,India,Raspberry Choco,2/3/2024,1677,2
Jehu Rudeforth,USA,Orange Choco,7/28/2024,437,174
Kaine Padly,New Zealand,70% Dark Bites,3/24/2024,8488,40
Curtice Advani,Australia,After Nines,11/8/2024,72,101
Husein Augar,UK,Almond Choco,5/17/2024,9864,167
Kaine Padly,Canada,Choco Coated Almonds,5/18/2024,3469,166
Roddy Speechley,UK,Peanut Butter Cubes,8/17/2024,6770,173
Ches Bonnell,New Zealand,Eclairs,4/4/2024,564,50
Brien Boise,India,85% Dark Bars,9/8/2024,21044,210
Brien Boise,New Zealand,Organic Choco Syrup,1/17/2024,677,327
Andria Kimpton,Canada,White Choc,2/14/2024,4368,29
Gigi Bohling,New Zealand,Orange Choco,5/16/2024,9866,306
Ches Bonnell,Canada,Smooth Sliky Salty,3/16/2024,10724,125
Husein Augar,Canada,70% Dark Bites,1/31/2024,5443,284
Barr Faughny,Canada,Organic Choco Syrup,10/3/2024,1312,200
Oby Sorrel,UK,Organic Choco Syrup,6/30/2024,8472,162
Van Tuxwell,New Zealand,Eclairs,1/3/2024,5775,178
Mallorie Waber,UK,Drinking Coco,5/27/2024,3780,97
Oby Sorrel,UK,Milk Bars,11/7/2024,6831,243
Karlen McCaffrey,New Zealand,Mint Chip Choco,2/3/2024,4835,63
Jehu Rudeforth,USA,Raspberry Choco,4/3/2024,8120,143
Kelci Walkden,UK,85% Dark Bars,6/23/2024,4812,242
Kelci Walkden,USA,Almond Choco,1/27/2024,5930,252
Marney O'Breen,Canada,Orange Choco,1/14/2024,3040,426
Dennison Crosswaite,India,Fruit & Nut Bars,7/29/2024,1127,23
Brien Boise,Canada,Smooth Sliky Salty,5/13/2024,6052,490
Barr Faughny,Canada,Baker's Choco Chips,3/2/2024,12279,162
Brien Boise,India,Smooth Sliky Salty,5/27/2024,7092,28
Jan Morforth,Australia,Drinking Coco,2/18/2024,3161,25
Brien Boise,India,Spicy Special Slims,1/28/2024,1408,35
Van Tuxwell,UK,Eclairs,6/29/2024,5777,114
Wilone O'Kielt,India,Caramel Stuffed Bars,1/13/2024,4891,274
Jehu Rudeforth,UK,After Nines,6/27/2024,2048,172
Barr Faughny,Canada,White Choc,3/29/2024,4590,1
Gunar Cockshoot,India,Organic Choco Syrup,3/6/2024,8666,162
Mallorie Waber,Canada,Smooth Sliky Salty,3/21/2024,2202,97
Mallorie Waber,India,Eclairs,12/4/2024,11720,48
Rafaelita Blaksland,Australia,Raspberry Choco,1/19/2024,7885,266
Karlen McCaffrey,UK,50% Dark Bites,6/4/2024,3858,303
Kaine Padly,Australia,50% Dark Bites,2/8/2024,10124,84
Gigi Bohling,Australia,Eclairs,12/4/2024,8171,137
Oby Sorrel,India,Drinking Coco,7/21/2024,19391,141
Van Tuxwell,New Zealand,Baker's Choco Chips,3/22/2024,10197,24
Husein Augar,India,Peanut Butter Cubes,9/5/2024,5188,5
Andria Kimpton,Australia,Baker's Choco Chips,9/8/2024,350,117
Madelene Upcott,Canada,Choco Coated Almonds,7/20/2024,3766,300
Brien Boise,India,70% Dark Bites,4/14/2024,4888,435
Jehu Rudeforth,Canada,White Choc,1/25/2024,5230,142
Andria Kimpton,Australia,Almond Choco,4/25/2024,3790,168
Dotty Strutley,Canada,After Nines,1/17/2024,302,233
Karlen McCaffrey,USA,Eclairs,8/15/2024,1017,123
Karlen McCaffrey,Canada,Fruit & Nut Bars,2/6/2024,241,17
Gunar Cockshoot,USA,85% Dark Bars,6/30/2024,8347,138
Dotty Strutley,New Zealand,Raspberry Choco,10/2/2024,6292,88
Marney O'Breen,Canada,Caramel Stuffed Bars,2/23/2024,1544,674
Dennison Crosswaite,India,Organic Choco Syrup,1/27/2024,9745,225
Camilla Castle,UK,Mint Chip Choco,5/26/2024,5415,325
Brien Boise,USA,70% Dark Bites,4/14/2024,1898,22
Madelene Upcott,Australia,99% Dark & Pure,1/8/2024,4911,163
Mallorie Waber,Australia,Eclairs,8/22/2024,11293,219
Marney O'Breen,India,99% Dark & Pure,7/22/2024,12398,161
Husein Augar,USA,Fruit & Nut Bars,4/28/2024,1509,28
Kelci Walkden,Australia,Almond Choco,5/30/2024,5869,354
Ches Bonnell,USA,Milk Bars,7/21/2024,2770,159
Jan Morforth,UK,Caramel Stuffed Bars,2/8/2024,3542,494
Brien Boise,New Zealand,70% Dark Bites,6/15/2024,7624,139
Oby Sorrel,India,85% Dark Bars,5/7/2024,9928,130
Kaine Padly,New Zealand,Smooth Sliky Salty,12/4/2024,8,548
Gigi Bohling,Australia,70% Dark Bites,8/18/2024,1625,103
Jan Morforth,UK,50% Dark Bites,12/1/2024,6302,287
Gunar Cockshoot,Canada,White Choc,11/8/2024,8578,15
Jehu Rudeforth,Australia,Spicy Special Slims,1/13/2024,5574,372
Husein Augar,UK,Baker's Choco Chips,4/29/2024,3466,133
Rafaelita Blaksland,New Zealand,After Nines,7/7/2024,1246,90
Madelene Upcott,New Zealand,Mint Chip Choco,11/3/2024,8889,4
Madelene Upcott,UK,70% Dark Bites,2/16/2024,5932,243
Barr Faughny,Australia,Organic Choco Syrup,7/1/2024,2621,34
Beverie Moffet,New Zealand,Drinking Coco,12/1/2024,1284,560
Beverie Moffet,India,Eclairs,9/6/2024,11034,155
Andria Kimpton,India,Eclairs,5/16/2024,2413,82
Gigi Bohling,UK,85% Dark Bars,6/23/2024,13136,90
Roddy Speechley,UK,Raspberry Choco,1/28/2024,14298,211
Dotty Strutley,UK,Mint Chip Choco,7/14/2024,2838,212
Barr Faughny,Canada,Drinking Coco,4/18/2024,7496,259
Oby Sorrel,USA,Milk Bars,6/14/2024,1815,79
Oby Sorrel,UK,Orange Choco,4/15/2024,8250,228
Curtice Advani,Canada,Peanut Butter Cubes,5/19/2024,5606,64
Gigi Bohling,India,White Choc,4/13/2024,1563,179
Husein Augar,Canada,Choco Coated Almonds,8/15/2024,3997,411
Wilone O'Kielt,India,Choco Coated Almonds,8/22/2024,3284,230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4/22/2024,4610,58
Kaine Padly,UK,Choco Coated Almonds,3/8/2024,9412,123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,4/1/2024,427,249
Kelci Walkden,Canada,After Nines,1/13/2024,19449,204
Van Tuxwell,Australia,Baker's Choco Chips,11/5/2024,14122,32
Husein Augar,New Zealand,Peanut Butter Cubes,2/16/2024,2257,231
Kaine Padly,UK,Caramel Stuffed Bars,5/20/2024,11334,72
Jehu Rudeforth,UK,Drinking Coco,3/2/2024,7866,436
Beverie Moffet,India,Manuka Honey Choco,6/5/2024,11462,172
Gunar Cockshoot,UK,Choco Coated Almonds,6/30/2024,6155,132
Gunar Cockshoot,UK,Smooth Sliky Salty,3/22/2024,868,143
Camilla Castle,Canada,Orange Choco,2/17/2024,9056,58
Jehu Rudeforth,UK,85% Dark Bars,7/7/2024,6569,66
Oby Sorrel,UK,70% Dark Bites,3/16/2024,7431,180
Kelci Walkden,UK,99% Dark & Pure,12/8/2024,3673,124
Gigi Bohling,New Zealand,After Nines,1/21/2024,6465,189
Oby Sorrel,Australia,50% Dark Bites,6/5/2024,814,163
Oby Sorrel,Canada,50% Dark Bites,6/24/2024,7302,134
Barr Faughny,USA,White Choc,5/5/2024,8523,171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3/25/2024,3823,85
Curtice Advani,Australia,Caramel Stuffed Bars,2/14/2024,10219,139
Curtice Advani,New Zealand,85% Dark Bars,12/5/2024,5798,206
Barr Faughny,New Zealand,Smooth Sliky Salty,1/25/2024,4487,184
Ches Bonnell,UK,85% Dark Bars,6/28/2024,17238,13
Dennison Crosswaite,Australia,Drinking Coco,7/13/2024,7497,184
Roddy Speechley,USA,Milk Bars,5/16/2024,3034,245
Jan Morforth,India,After Nines,3/14/2024,6795,177
Gunar Cockshoot,USA,After Nines,8/15/2024,4273,280
Ches Bonnell,India,Orange Choco,2/16/2024,1413,278
Mallorie Waber,UK,Manuka Honey Choco,6/15/2024,9853,43
Barr Faughny,Australia,Raspberry Choco,5/27/2024,10744,105
Wilone O'Kielt,USA,Drinking Coco,6/14/2024,1214,101
Wilone O'Kielt,India,Eclairs,2/25/2024,4264,80
Wilone O'Kielt,India,After Nines,4/8/2024,13808,270
Kelci Walkden,India,99% Dark & Pure,6/28/2024,2412,248
Gunar Cockshoot,Canada,Spicy Special Slims,5/4/2024,14603,12
Madelene Upcott,Canada,Peanut Butter Cubes,5/7/2024,17814,120
Kaine Padly,New Zealand,Eclairs,1/20/2024,14346,48
Ches Bonnell,New Zealand,Drinking Coco,2/16/2024,10010,144
Curtice Advani,UK,Drinking Coco,12/7/2024,494,186
Kelci Walkden,India,Raspberry Choco,6/16/2024,9119,253
Dotty Strutley,Australia,Choco Coated Almonds,4/13/2024,1751,293
Kaine Padly,UK,50% Dark Bites,2/21/2024,3402,69
Roddy Speechley,Canada,Choco Coated Almonds,11/5/2024,6841,237
Ches Bonnell,India,50% Dark Bites,4/15/2024,12584,328
Oby Sorrel,Canada,Peanut Butter Cubes,7/6/2024,14291,179
Oby Sorrel,UK,White Choc,6/27/2024,1998,303
Barr Faughny,India,After Nines,7/29/2024,9558,117
Wilone O'Kielt,Canada,Smooth Sliky Salty,2/6/2024,5595,174
Rafaelita Blaksland,India,Mint Chip Choco,1/26/2024,16521,84
Rafaelita Blaksland,Canada,99% Dark & Pure,2/3/2024,5546,139
Van Tuxwell,Australia,70% Dark Bites,10/1/2024,8261,108
Beverie Moffet,USA,70% Dark Bites,6/27/2024,2636,110
Barr Faughny,Canada,Orange Choco,6/30/2024,8285,18
Roddy Speechley,Australia,85% Dark Bars,8/7/2024,4590,78
Oby Sorrel,India,Spicy Special Slims,8/6/2024,13189,95
Jan Morforth,UK,Manuka Honey Choco,8/18/2024,3768,212
Kaine Padly,Australia,After Nines,8/4/2024,7963,293
Wilone O'Kielt,Canada,Fruit & Nut Bars,8/8/2024,3665,191
Wilone O'Kielt,UK,Milk Bars,8/26/2024,335,66
Oby Sorrel,Canada,Fruit & Nut Bars,1/14/2024,2188,159
Dennison Crosswaite,USA,Baker's Choco Chips,11/8/2024,18482,295
Madelene Upcott,USA,Almond Choco,5/31/2024,11864,24
Van Tuxwell,New Zealand,50% Dark Bites,11/7/2024,4332,10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2/3/2024,3653,327
Madelene Upcott,Australia,Raspberry Choco,7/13/2024,7024,89
Rafaelita Blaksland,UK,Spicy Special Slims,3/8/2024,10002,132
Curtice Advani,UK,Peanut Butter Cubes,1/3/2024,16461,171
Kelci Walkden,New Zealand,White Choc,4/13/2024,8575,165
Beverie Moffet,Canada,Fruit & Nut Bars,2/14/2024,12191,177
Mallorie Waber,India,White Choc,7/26/2024,969,233
Brien Boise,UK,Drinking Coco,1/27/2024,6499,143
Jehu Rudeforth,India,Peanut Butter Cubes,4/14/2024,34,487
Oby Sorrel,USA,Almond Choco,5/19/2024,7641,154
Husein Augar,India,Eclairs,9/2/2024,5597,62
Brien Boise,UK,Spicy Special Slims,5/25/2024,2640,59
Oby Sorrel,Australia,Manuka Honey Choco,1/26/2024,4627,78
Beverie Moffet,India,White Choc,4/7/2024,1900,297
Ches Bonnell,India,Almond Choco,4/13/2024,13315,72
Gigi Bohling,Australia,Smooth Sliky Salty,1/25/2024,6359,121
Camilla Castle,USA,85% Dark Bars,4/25/2024,2645,83
Camilla Castle,USA,Eclairs,10/6/2024,4880,427
Madelene Upcott,New Zealand,White Choc,8/22/2024,11573,51
Van Tuxwell,India,After Nines,6/27/2024,15627,225
Husein Augar,India,Orange Choco,6/30/2024,4781,38
Jehu Rudeforth,India,Almond Choco,8/30/2024,11793,101
Karlen McCaffrey,Australia,Raspberry Choco,8/23/2024,1061,58
Camilla Castle,New Zealand,99% Dark & Pure,8/26/2024,2500,44
Gigi Bohling,Australia,Orange Choco,9/3/2024,676,158
Kelci Walkden,UK,Drinking Coco,4/20/2024,1886,23
Mallorie Waber,Canada,Caramel Stuffed Bars,10/6/2024,5094,524
Husein Augar,Australia,Organic Choco Syrup,8/2/2024,1019,157
Brien Boise,Australia,White Choc,8/25/2024,5617,23
Dotty Strutley,India,Peanut Butter Cubes,2/16/2024,10462,78
Dennison Crosswaite,UK,99% Dark & Pure,5/30/2024,12842,26
Gigi Bohling,New Zealand,50% Dark Bites,6/29/2024,6723,67
Gigi Bohling,USA,Milk Bars,6/16/2024,521,127
Brien Boise,UK,Caramel Stuffed Bars,4/3/2024,3106,159
Curtice Advani,New Zealand,Peanut Butter Cubes,3/15/2024,1684,419
Curtice Advani,New Zealand,50% Dark Bites,1/27/2024,11226,84
Beverie Moffet,Canada,Drinking Coco,5/7/2024,1173,124
Barr Faughny,USA,Caramel Stuffed Bars,3/29/2024,3917,287
Mallorie Waber,Canada,Almond Choco,12/5/2024,4871,33
Oby Sorrel,USA,Drinking Coco,11/3/2024,9307,48
Brien Boise,New Zealand,Eclairs,11/7/2024,5270,323
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/8/2024,14722,61
Gunar Cockshoot,UK,Spicy Special Slims,2/16/2024,13445,197
Curtice Advani,USA,After Nines,4/13/2024,14886,248
Oby Sorrel,India,Choco Coated Almonds,2/14/2024,53,371
Ches Bonnell,Australia,Peanut Butter Cubes,3/14/2024,11768,68
Oby Sorrel,Australia,Spicy Special Slims,4/26/2024,12898,25
Jehu Rudeforth,Canada,Manuka Honey Choco,5/4/2024,3868,214
Camilla Castle,Canada,Drinking Coco,3/3/2024,13524,253
Kaine Padly,USA,Spicy Special Slims,6/13/2024,2319,189
Marney O'Breen,New Zealand,70% Dark Bites,2/14/2024,9037,377
Roddy Speechley,New Zealand,99% Dark & Pure,4/18/2024,8906,201
Oby Sorrel,New Zealand,85% Dark Bars,1/2/2024,4041,423
Dotty Strutley,New Zealand,Orange Choco,4/8/2024,2204,145
Andria Kimpton,New Zealand,Almond Choco,5/4/2024,7037,172
Karlen McCaffrey,Australia,99% Dark & Pure,1/26/2024,12285,175
Kaine Padly,UK,After Nines,1/21/2024,21813,183
Kaine Padly,Canada,After Nines,8/22/2024,6708,187
Kaine Padly,UK,Drinking Coco,1/27/2024,2514,226
Rafaelita Blaksland,UK,50% Dark Bites,2/16/2024,11491,71
Dotty Strutley,USA,Raspberry Choco,3/1/2024,3763,49
Karlen McCaffrey,USA,White Choc,8/24/2024,5158,2
Oby Sorrel,USA,Spicy Special Slims,7/2/2024,6661,418
Mallorie Waber,Australia,Smooth Sliky Salty,11/2/2024,4786,107
Kaine Padly,Canada,Organic Choco Syrup,3/29/2024,6798,82
Marney O'Breen,USA,Peanut Butter Cubes,6/15/2024,782,348
Dennison Crosswaite,UK,Smooth Sliky Salty,4/26/2024,653,136
Brien Boise,Australia,Organic Choco Syrup,7/15/2024,4769,281
Beverie Moffet,India,Organic Choco Syrup,6/23/2024,1124,19
Dennison Crosswaite,Australia,Baker's Choco Chips,11/1/2024,16435,425
Beverie Moffet,UK,50% Dark Bites,9/2/2024,2922,289
Van Tuxwell,UK,Almond Choco,6/6/2024,12124,222
Dotty Strutley,UK,Caramel Stuffed Bars,10/8/2024,6449,244
Wilone O'Kielt,Australia,Smooth Sliky Salty,4/1/2024,2588,44
Andria Kimpton,Canada,70% Dark Bites,8/4/2024,12109,16
Barr Faughny,UK,Milk Bars,2/3/2024,4482,467
Van Tuxwell,Canada,Drinking Coco,6/15/2024,5295,679
Jehu Rudeforth,Australia,After Nines,2/14/2024,5513,46
Husein Augar,UK,After Nines,5/7/2024,3707,392
Barr Faughny,India,Mint Chip Choco,12/1/2024,7899,461
Curtice Advani,India,Mint Chip Choco,3/3/2024,9813,100
Jehu Rudeforth,New Zealand,Milk Bars,5/18/2024,2846,197
Gunar Cockshoot,India,Caramel Stuffed Bars,7/28/2024,2942,220
Curtice Advani,UK,Manuka Honey Choco,7/2/2024,1970,114
Andria Kimpton,India,Orange Choco,5/30/2024,340,452
Mallorie Waber,Australia,Raspberry Choco,4/25/2024,8818,29
Beverie Moffet,Canada,85% Dark Bars,2/16/2024,6830,46
Kelci Walkden,Australia,Drinking Coco,4/5/2024,1370,58
Van Tuxwell,Canada,70% Dark Bites,2/6/2024,7731,77
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/7/2024,2757,463
Beverie Moffet,New Zealand,Spicy Special Slims,7/6/2024,70,63
Jan Morforth,UK,Almond Choco,6/7/2024,10817,151
Husein Augar,India,Raspberry Choco,6/15/2024,11595,153
Dotty Strutley,India,Mint Chip Choco,4/14/2024,1375,231
Camilla Castle,India,Drinking Coco,8/8/2024,504,167
Marney O'Breen,UK,Drinking Coco,3/29/2024,1135,27
Roddy Speechley,Australia,Organic Choco Syrup,4/7/2024,4375,79
Ches Bonnell,India,99% Dark & Pure,2/16/2024,537,102
Rafaelita Blaksland,Canada,Spicy Special Slims,2/5/2024,2702,164
Van Tuxwell,India,Eclairs,7/21/2024,11064,104
Gunar Cockshoot,Australia,99% Dark & Pure,8/18/2024,8862,226
Kaine Padly,USA,85% Dark Bars,6/22/2024,565,256
Camilla Castle,UK,Peanut Butter Cubes,7/19/2024,5268,120
Madelene Upcott,UK,Peanut Butter Cubes,12/8/2024,8698,89
Madelene Upcott,USA,Choco Coated Almonds,7/6/2024,6026,137
Marney O'Breen,Canada,Peanut Butter Cubes,8/3/2024,7033,87
Ches Bonnell,Australia,Choco Coated Almonds,8/4/2024,1573,176
Curtice Advani,Canada,Eclairs,6/5/2024,857,197
Roddy Speechley,India,Drinking Coco,5/31/2024,4899,11
Van Tuxwell,Australia,Mint Chip Choco,1/13/2024,2924,295
Dennison Crosswaite,USA,70% Dark Bites,3/15/2024,730,78
Andria Kimpton,Canada,Peanut Butter Cubes,2/16/2024,1348,332
Gigi Bohling,USA,70% Dark Bites,1/14/2024,8562,204
Rafaelita Blaksland,Australia,White Choc,3/21/2024,7327,102
Roddy Speechley,Canada,Drinking Coco,5/17/2024,8197,340
Camilla Castle,New Zealand,85% Dark Bars,8/8/2024,17842,53
Madelene Upcott,Canada,Milk Bars,4/26/2024,4285,87
Madelene Upcott,Australia,70% Dark Bites,4/15/2024,4196,256
Oby Sorrel,Canada,Eclairs,5/19/2024,6409,621
Dennison Crosswaite,Canada,Drinking Coco,10/1/2024,3010,24
Mallorie Waber,New Zealand,After Nines,4/5/2024,568,225
Roddy Speechley,Canada,White Choc,5/4/2024,6949,292
Andria Kimpton,India,After Nines,1/17/2024,1009,69
Roddy Speechley,India,Spicy Special Slims,3/22/2024,12049,180
Dotty Strutley,Australia,White Choc,5/7/2024,6969,102
Oby Sorrel,Canada,Orange Choco,4/27/2024,10258,328
